,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
326,Hope,Sick Boy,The Chainsmokers,4BiiOzZCrXEzHRLYcYFiD5,2018-12-14,65,180120,0.773,0.488,0.6990000000000001,3.6000000000000003e-06,0.0814,0.513,-5.982,0.0958,104.941,1,4,happy
504,Kids,Oh My My,OneRepublic,5mQNY6pTeSDl2doFB7uLbE,2016-12-02,62,238386,0.596,0.0153,0.732,0.0,0.318,0.228,-6.189,0.0401,99.98,2,4,depress
555,Paralyzed,Mansion,NF,5DHQKZCOZhGNTbYBCekWx0,2015-03-31,73,270453,0.51,0.214,0.643,3.22e-06,0.10099999999999999,0.0397,-6.602,0.0485,130.08100000000002,0,4,depress
465,Little Do You Know,It's About Us,Alex & Sierra,1almCHdsfikRPfVB9VrEdT,2014-10-06,77,185200,0.5,0.746,0.292,0.0,0.188,0.37,-8.554,0.0323,145.879,0,4,depress
233,Call On Me (feat. Georgia Ku),Call On Me (feat. Georgia Ku),Sam Feldt,3pBv3LfvfPft2TqHleqKHo,2021-10-15,69,192000,0.662,0.171,0.794,0.0,0.0883,0.6409999999999999,-4.239,0.0533,104.95100000000001,6,4,happy
642,Let It Go,Frozen (Original Motion Picture Soundtrack/ Chinese Version),Various Artists,00yy415wjpCeZJBei2Vv07,2014-06-02,39,227120,0.504,0.0203,0.633,0.0,0.0923,0.235,-6.564,0.0359,139.934,7,4,depress
490,Modern Loneliness,~how i'm feeling~,Lauv,1eyek0KJEh2v5HQ9uQSybb,2020-03-06,63,252337,0.7020000000000001,0.14400000000000002,0.508,0.0,0.10800000000000001,0.14300000000000002,-7.105,0.035,82.009,8,4,depress
287,Going Dumb,Going Dumb,Alesso,7arsXR8AtExnOFN3v3HiJI,2021-03-19,66,168601,0.8340000000000001,0.0546,0.6779999999999999,0.263,0.10300000000000001,0.551,-6.242000000000001,0.0515,121.995,6,4,happy
363,Weekend Vibe,Weekend Vibe,Jubël,5c0lWlmIyCq7hzBhpZasYL,2021-01-15,65,166909,0.688,0.00912,0.742,1.37e-06,0.18600000000000003,0.74,-6.3629999999999995,0.0496,110.02600000000001,5,4,happy
692,Castle in the Air,Castle in the Air,Pieter de Graaf,6O2MhomkELe3lEyNvzXmtx,2022-06-10,38,219527,0.364,0.9740000000000001,0.0735,0.8690000000000001,0.0932,0.0388,-26.491999999999997,0.0391,106.803,9,3,calm
583,Faded,Different World,Alan Walker,698ItKASDavgwZ3WjaWjtz,2018-12-14,80,212106,0.46799999999999997,0.0281,0.627,7.97e-06,0.11,0.159,-5.085,0.0476,179.642,6,4,depress
383,Dancing Song,In Search of Elusive Little Comets,Little Comets,6xZNyKGazh6xbAjSbplVlu,2011,45,149800,0.564,0.000151,0.872,0.000308,0.23800000000000002,0.5489999999999999,-8.116,0.106,148.137,9,4,happy
479,Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,42ydLwx4i5V49RXHOozJZq,2016-03-11,74,230226,0.319,0.0285,0.7390000000000001,0.0,0.111,0.449,-5.74,0.272,194.169,0,4,depress
56,Best Thing I Never Had,4,Beyoncé,3lBRNqXjPp2j3JMTCXDTNO,2011-06-24,70,253746,0.546,0.14300000000000002,0.649,1.55e-05,0.0894,0.298,-4.056,0.0324,99.05,6,4,angry
90,How Ya Doin'? (feat. Missy Elliott),How Ya Doin'? (feat. Missy Elliott),Little Mix,0oPDjsyEtvBfescdyJcWYt,2013-04-04,0,211173,0.359,0.09,0.95,0.0,0.371,0.51,-3.49,0.47600000000000003,200.61700000000002,10,4,angry
411,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],Black Eyed Peas,70cTMpcgWMcR18t9MRJFjB,2009-01-01,0,289133,0.743,0.0873,0.7659999999999999,0.0,0.509,0.61,-6.375,0.0265,127.96,0,4,happy
266,A-O-K,A-O-K,Tai Verdes,4CbrNGvwVjneG8Nk9YQqMR,2021-05-06,4,173640,0.731,0.125,0.626,0.0,0.183,0.862,-6.919,0.0805,82.488,11,4,happy
54,Don't Cha,PCD,The Pussycat Dolls,1gZ7i4qxXkHZb1r6eioaAP,2005-01-01,68,272080,0.877,0.0051600000000000005,0.637,2.5e-06,0.0959,0.569,-3.4930000000000003,0.10099999999999999,119.988,1,4,angry
618,Save Myself,Save Myself,Ashe,6QDZlGAY1njNqAdOM6PryZ,2020-07-22,52,224502,0.55,0.38299999999999995,0.544,0.0,0.317,0.526,-9.21,0.0356,146.821,9,4,depress
636,why do i exist,we're all sad here,Zevia,1nfwR251duxRrzNmnvaTBj,2022-02-11,21,154124,0.433,0.873,0.105,6.6e-06,0.37,0.0929,-20.569000000000003,0.0876,77.107,9,4,depress
572,Halfway,Once Upon a Mind,James Blunt,0AAVi8M94yb70B8WAKlR1z,2019-10-25,38,191378,0.5710000000000001,0.08,0.758,0.0,0.0962,0.384,-5.374,0.0512,99.984,3,4,depress
212,"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,60nZcImufyMA1MKQY3dcCH,2014-03-03,81,232720,0.647,0.21899999999999997,0.8220000000000001,0.0,0.0908,0.9620000000000001,-4.662,0.183,160.019,5,4,happy
547,Lucky One,Get Your Heart On! - the Second Coming!,Simple Plan,36DwGfPUaYaAzUBOcTWgkH,2013-11-25,45,230337,0.44,0.53,0.495,0.0,0.10099999999999999,0.397,-7.307,0.0322,179.782,11,3,depress
732,Earth,Elements,Michiel Borstlap,1MjtCeFCNXLYUhhg9S2TyT,2021-12-10,33,166191,0.275,0.993,0.0059299999999999995,0.9059999999999999,0.113,0.306,-26.61,0.038,72.473,5,4,calm
11,Look What You Made Me Do,reputation,Taylor Swift,1P17dC1amhFzptugyAO7Il,2017-11-10,80,211853,0.7659999999999999,0.204,0.7090000000000001,1.4099999999999999e-05,0.126,0.506,-6.471,0.12300000000000001,128.07,9,4,angry
415,Higher Power,Higher Power,Coldplay,0939D7aT18uBDS2MTjWzct,2021-05-07,76,211294,0.507,0.007109999999999999,0.828,2.44e-05,0.261,0.489,-6.023,0.0449,178.032,10,4,happy
263,Watermelon Sugar,Fine Line,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,2019-12-13,90,174000,0.5479999999999999,0.122,0.816,0.0,0.335,0.557,-4.209,0.0465,95.39,0,4,happy
658,altocumulus,altocumulus,Jacco Wynia,0kxXzPGbqAZWVYOvyilBbs,2022-08-26,41,218134,0.273,0.9670000000000001,0.106,0.968,0.0991,0.106,-28.823,0.09,70.665,4,5,calm
220,Electric Feel,Oracular Spectacular,MGMT,3FtYbEfBqAlGO46NUDQSAt,2007-12-14,77,229640,0.763,0.0709,0.8029999999999999,0.285,0.348,0.561,-3.713,0.0351,103.04,1,3,happy
229,Dance on My Own (feat. Richard Judge),Dance on My Own (feat. Richard Judge),Frank Walker,0pMD1V0QbqSD7RhJmxDDJ9,2022-08-19,55,214838,0.5579999999999999,0.0256,0.883,0.0,0.23399999999999999,0.307,-4.463,0.0368,123.91799999999999,5,4,happy
227,Cape Cabo,Cape Cabo,Player1,6YHDQXIMTpcBHfsUqsvSgx,2022-04-15,45,174000,0.72,0.34,0.725,2.23e-05,0.0616,0.83,-3.4619999999999997,0.27699999999999997,180.063,8,4,happy
13,I Knew You Were Trouble.,I Knew You Were Trouble.,Taylor Swift,4GzDUKkd1RwAtYZMMUBM3W,2012-01-01,0,222733,0.599,0.00532,0.474,2.84e-06,0.0216,0.649,-6.794,0.0379,154.18200000000002,6,4,angry
713,Childhood,Childhood,GUIDO,3h8VhGaMSwoQxsEFfRkmmb,2022-05-06,39,196009,0.439,0.991,0.0192,0.948,0.0825,0.327,-25.078000000000003,0.0492,130.637,7,3,calm
176,Rumour Has It,21,Adele,50yHVBbU6M4iIfqBI1bxWx,2011-01-19,0,223266,0.612,0.617,0.748,0.0,0.16699999999999998,0.574,-5.013999999999999,0.0445,120.052,0,4,angry
775,Vooruit,Vooruit,Doeke,7HnDmylNjfC6vQUstMLfIb,2021-07-16,22,154854,0.564,0.995,0.0202,0.9420000000000001,0.109,0.228,-25.085,0.038,87.954,8,3,calm
70,Bodak Yellow,Bodak Yellow,Cardi B,2771LMNxwf62FTAdpJMQfM,2017-06-16,60,223962,0.929,0.0672,0.723,0.0,0.34600000000000003,0.45799999999999996,-5.792000000000001,0.109,125.022,11,4,angry
663,Tristes,Tristes,Matteo Myderwyk,1dfXJRmlzO392SXEaVfsNv,2022-06-17,44,164000,0.449,0.9940000000000001,0.0136,0.922,0.102,0.312,-31.754,0.0403,100.68799999999999,8,4,calm
19,LIKE I WOULD,Mind Of Mine (Deluxe Edition),ZAYN,1zWMf9bVyhY5W3ZORbjNWt,2016-03-25,64,192133,0.565,0.0247,0.8320000000000001,0.0,0.26,0.233,-5.732,0.114,112.82700000000001,10,4,angry
541,When The Darkness Comes,The Mortal Instruments: City of Bones (Original Motion Picture Soundtrack),Various Artists,3wVVIeC1tLfBxXtISoBZaA,2013-01-01,48,256346,0.341,0.772,0.282,1.4999999999999999e-05,0.0976,0.133,-10.821,0.031,155.83100000000002,2,3,depress
15,Nightmare,Nightmare,Halsey,340UVheS8z3ncW9TTUhAbc,2019-05-17,69,231998,0.611,0.0188,0.622,0.0,0.359,0.5379999999999999,-5.075,0.0734,146.11,9,4,angry
43,Sue Me,Singular Act I,Sabrina Carpenter,3WVhkjB7Y4xFruqoCAajBb,2018-11-09,67,179226,0.46,0.0422,0.809,5.04e-05,0.138,0.609,-5.415,0.326,157.184,6,4,angry
177,Make Me (Cry),Make Me (Cry),Noah Cyrus,2BrzlUj1u1CtvaJDGIKpsP,2016-11-15,67,242081,0.588,0.5920000000000001,0.47100000000000003,0.00146,0.0733,0.209,-7.287000000000001,0.0577,152.881,0,4,angry
569,Stay Happy,Stay Happy,Au/Ra,7tuV9cleysQqDPQ66Z5FpR,2019-09-13,39,204803,0.754,0.654,0.503,0.00617,0.309,0.467,-10.88,0.0622,123.927,0,4,depress
791,Reminisce,Reminisce,Tiffany Hobson,5cyao9N1bUQnMtE44oswBH,2021-06-04,24,137497,0.447,0.985,0.0538,0.898,0.0959,0.17,-21.583000000000002,0.055999999999999994,74.21,2,3,calm
347,Smile,Smile,Katy Perry,59s3aMqR9uOzLIXAcgBCEm,2020-08-28,61,166898,0.7829999999999999,0.0238,0.912,0.0,0.33899999999999997,0.7490000000000001,-3.713,0.243,98.025,0,4,happy
414,A Sky Full of Stars,Ghost Stories,Coldplay,0FDzzruyVECATHXKHFs9eJ,2014-05-19,84,267866,0.545,0.00617,0.675,0.00197,0.209,0.162,-6.474,0.0279,124.97,6,4,happy
734,Transient,Transient,Counting Waves,2QwmVx3vcYVUOkvcGjPMDo,2022-02-04,34,117620,0.507,0.995,0.0121,0.917,0.11900000000000001,0.27,-30.476,0.0811,126.345,2,3,calm
445,Something Good Can Work,Tourist History,Two Door Cinema Club,67SrO8B3O8iUq0AmEh0VzJ,2010-03-01,63,162906,0.65,0.005529999999999999,0.836,0.00101,0.192,0.6559999999999999,-5.101,0.0334,119.93299999999999,0,4,happy
764,Égalité,Égalité,Martin La Pelle,4zf12S04zbm6KfBe6NBZaC,2021-10-15,26,141354,0.40399999999999997,0.993,0.0973,0.888,0.11199999999999999,0.273,-22.053,0.0447,105.75200000000001,8,4,calm
168,Ironic,Jagged Little Pill,Alanis Morissette,4oGTdOClZUxcM2H3UmXlwL,1995-06-09,57,225933,0.495,0.24600000000000002,0.595,0.0,0.23600000000000002,0.392,-7.57,0.0443,85.34100000000001,11,4,angry
542,Storm Inside of You,Storm Inside of You,Veronica Ballestrini,7qrCPscVe4zrWSu7lC6z28,2012-02-11,23,262321,0.667,0.374,0.364,0.0,0.27,0.20199999999999999,-8.523,0.0286,105.00399999999999,9,4,depress
458,Stronger (What Doesn't Kill You),Stronger (Deluxe Version),Kelly Clarkson,1nInOsHbtotAmEOQhtvnzP,2011-10-24,75,221946,0.562,0.046,0.9390000000000001,0.0,0.11199999999999999,0.684,-4.282,0.0475,116.044,0,4,happy
294,Sugar,V,Maroon 5,2iuZJX9X9P0GKaE93xcPjk,2014-09-02,81,235493,0.748,0.0591,0.7879999999999999,0.0,0.0863,0.884,-7.055,0.0334,120.07600000000001,1,4,happy
566,Hurts 2B Human (feat. Khalid),Hurts 2B Human,P!nk,6G28azuVVwYBOmmkGPQFa3,2019-04-26,48,202640,0.46299999999999997,0.131,0.62,0.0,0.0619,0.158,-5.647,0.16699999999999998,83.031,7,1,depress
22,"i hate u, i love u (feat. olivia o'brien)",us,gnash,7vRriwrloYVaoAe3a9wJHe,2016-03-25,78,251033,0.49200000000000005,0.687,0.275,0.0,0.10099999999999999,0.18,-13.4,0.3,92.6,6,4,angry
270,Higher Love,Golden Hour,Kygo,1kKYjjfNYxE0YYgLa7vgVY,2020-05-29,71,228267,0.693,0.0151,0.6779999999999999,5.71e-06,0.10099999999999999,0.40399999999999997,-7.159,0.0324,103.95200000000001,8,4,happy
672,Hangzhou,Gravity of the Immaterial - Chapter 1,heik,3VsmlQwWgc7NNVMIhmjxk2,2022-08-12,41,197173,0.366,0.99,0.0838,0.92,0.10099999999999999,0.289,-20.572,0.0413,110.426,10,4,calm
4,Bad Reputation,Bad Reputation (Expanded Edition),Joan Jett & the Blackhearts,7pu8AhGUxHZSCWTkQ2eb5M,1981-01-23,69,169186,0.37799999999999995,0.0019199999999999998,0.9740000000000001,0.0139,0.0588,0.8240000000000001,-4.055,0.19399999999999998,203.715,6,4,angry
656,Tijdreizen (Time Travel),Tijdreizen (Time Travel),Doeke,4E7r7r4ySSYIGj1CHwl6GZ,2022-09-02,31,161531,0.348,0.9940000000000001,0.057,0.955,0.0739,0.6970000000000001,-30.3,0.0426,129.17,4,4,calm
23,Better Off Without You (feat. Shift K3Y),Better Off Without You (feat. Shift K3Y),Becky Hill,3oIVK7arAFuUOCGafPLxSC,2020-01-10,58,198742,0.682,0.0566,0.855,1e-06,0.10099999999999999,0.304,-3.282,0.0401,124.00399999999999,7,4,angry
546,Untitled (How Could This Happen to Me?),Still Not Getting Any,Simple Plan,6rT0BKAbg4y35tukHcfk4N,2004-10-26,57,239813,0.20800000000000002,0.875,0.342,3e-06,0.0908,0.135,-8.702,0.0327,186.162,6,4,depress
769,Untold,Untold,Pieter Savenberg,222kC981yUrAaoTpeT8clK,2021-08-27,45,179277,0.428,0.995,0.0111,0.878,0.0909,0.18,-27.381999999999998,0.0556,66.876,5,4,calm
571,How It Feels to Be Alive,Once Upon a Mind,James Blunt,2qvgSt9sYt8MBvbgXuPsjZ,2019-10-25,37,205131,0.599,0.792,0.447,1.38e-06,0.111,0.305,-8.408999999999999,0.0373,117.07700000000001,11,4,depress
511,Hold The Line (feat. A R I Z O N A),TIM,Avicii,6EBlOYNcZ8MrdEov9lEdV6,2019-06-06,62,171785,0.648,0.32899999999999996,0.5539999999999999,2.56e-05,0.0803,0.37200000000000005,-7.005,0.0341,98.045,9,4,depress
516,Young & Sad,THE END OF EVERYTHING,Noah Cyrus,2aav0K63pZ1x2mEj0aDGat,2020-05-15,54,190182,0.618,0.5920000000000001,0.428,0.0,0.192,0.359,-8.5,0.038,142.02100000000002,7,4,depress
453,Clouds (feat. The Wombats),Fantasy,Whethan,1vKhN4uPpLXW91qQ1Gu0z8,2020-10-16,51,168062,0.5720000000000001,0.000644,0.711,4.79e-05,0.258,0.434,-6.19,0.17300000000000001,160.119,9,4,happy
310,Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,ABBA,3vkQ5DAB1qQMYO4Mr9zJN6,1979,82,292613,0.7490000000000001,0.02,0.491,0.00899,0.159,0.536,-9.655,0.0403,119.52799999999999,10,4,happy
191,Rolling in the Deep,21,Adele,4OSBTYWVwsQhGLF9NHvIbR,2011-01-24,81,228093,0.73,0.138,0.769,0.0,0.0473,0.507,-5.114,0.0298,104.948,8,4,angry
267,Missing Piece,Missing Piece,Vance Joy,5YqdiryRmdAzYFlxo43hAJ,2021-05-19,71,217408,0.628,0.0155,0.877,5.97e-06,0.113,0.721,-4.205,0.046,101.992,0,4,happy
156,x2,Therapy,Anne-Marie,0k79twDYBMpqqjVLuEnYkh,2021-07-23,47,162040,0.865,0.0958,0.578,1.19e-06,0.147,0.24100000000000002,-7.593999999999999,0.0553,110.025,6,4,angry
152,Mad at You (with Gallant),Mad at You (with Gallant),Noah Cyrus,4G4EoG2Dk7kjisJKv9DP5h,2018-09-07,51,226746,0.359,0.818,0.42100000000000004,0.0,0.153,0.499,-4.069,0.0356,161.244,5,3,angry
711,Danser sur l'eau,Danser sur l'eau,Tom Kristiaan,1xD8zsDs5DrdgAt5nLjld3,2022-04-08,35,186423,0.282,0.993,0.0352,0.951,0.0974,0.132,-29.656999999999996,0.0412,114.182,0,1,calm
428,September - Eric Kupper Radio Mix,September (The Eric Kupper Remixes),"Earth, Wind & Fire",1kHaxYnHGbhp8BX6XPGh9I,2020-09-17,53,213223,0.627,0.00149,0.929,0.000149,0.301,0.956,-4.93,0.0354,121.03299999999999,9,4,happy
39,Same Old Love,Revival (Deluxe),Selena Gomez,6ZANrVuAMp2rpjhfbOuJly,2015-10-09,72,229080,0.672,0.0223,0.593,0.0,0.214,0.43799999999999994,-4.01,0.0304,98.02,11,4,angry
111,According To You,Believe (II),Orianthi,72phhQtfwZcRweweRxxkmU,2010-01-01,51,200346,0.619,0.0233,0.917,1.21e-05,0.0986,0.552,-2.582,0.0507,131.002,5,4,angry
311,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,2021-04-09,82,208866,0.762,0.235,0.701,0.00015800000000000002,0.12300000000000001,0.742,-3.5410000000000004,0.0286,110.96799999999999,8,4,happy
409,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Daft Punk,2Foc5Q5nqNiosCNqttzHof,2013-04-19,83,248413,0.794,0.0426,0.8109999999999999,1.07e-06,0.10099999999999999,0.862,-8.966000000000001,0.038,116.04700000000001,6,4,happy
68,Fancy,The New Classic (Deluxe Version),Iggy Azalea,3W3KtDwAIg3mAruSpnfG3Q,2014-01-01,69,199938,0.912,0.0904,0.716,0.0,0.0491,0.377,-4.141,0.0697,94.98100000000001,10,4,angry
412,Electricity (with Dua Lipa),Electricity (with Dua Lipa),Silk City,5N4erncE7kuUccm7zEmwzk,2018-09-06,75,238173,0.588,0.0104,0.67,3.33e-06,0.33799999999999997,0.505,-6.439,0.0473,118.15899999999999,0,4,happy
60,How Do You Sleep?,How Do You Sleep?,Sam Smith,6b2RcmUt1g9N9mQ3CbjX2Y,2019-07-19,75,202204,0.47700000000000004,0.153,0.682,0.0,0.0763,0.345,-4.931,0.0925,110.56700000000001,1,5,angry
647,FEED,HOLY FVCK,Demi Lovato,6ZsykcZZRy36ba2SvTQ6Od,2022-08-19,60,193865,0.341,0.000573,0.883,0.0,0.102,0.251,-3.766,0.0966,140.15,2,4,depress
251,No Diggity,No Diggity,HÄWK,65nn7e1DOFh5MRHHQ7GWBi,2022-01-07,66,218880,0.809,0.016,0.777,0.83,0.0721,0.436,-8.677,0.0498,125.03399999999999,6,4,happy
275,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,4qu63nuBpdn0qHUHuObEj1,2021-05-21,86,154983,0.721,0.0022600000000000003,0.738,4.41e-06,0.11800000000000001,0.637,-4.77,0.0403,119.976,7,4,happy
186,All The Things She Said,200 KM/H In The Wrong Lane (10th Anniversary Edition),t.A.T.u.,4bJygwUKrRgq1stlNXcgMg,2002,79,214440,0.603,0.0411,0.8340000000000001,0.00609,0.105,0.376,-5.766,0.0417,89.95700000000001,5,4,angry
631,Sad Song (feat. Elena Coats),Somewhere Somehow,We The Kings,05CrK6Q5VGtfPDtyQFJ4Kf,2013-01-01,69,226330,0.512,0.0724,0.526,0.0,0.0675,0.249,-5.44,0.0251,85.024,1,4,depress
447,Never Felt A Love Like This (feat. Dotan) - Raven & Kreyn Remix,Never Felt A Love Like This (feat. Dotan) [Remixes],Galantis,6YeUmDm2HojqOQjJM2MGzJ,2020-03-27,41,175719,0.687,0.00048600000000000005,0.8809999999999999,0.00609,0.214,0.276,-5.325,0.0428,126.094,4,4,happy
578,A.M.,Made In The A.M. (Deluxe Edition),One Direction,5omYVLodGmaxnhua99xIE8,2015-11-13,66,209040,0.586,0.22699999999999998,0.527,0.0,0.0963,0.506,-4.905,0.0309,141.839,3,4,depress
624,Breathe,YOU,James Arthur,5hrbuCjGxws7txUEr8XDgb,2019-10-18,55,199066,0.74,0.672,0.452,0.0,0.11800000000000001,0.637,-8.828,0.0653,115.06299999999999,5,4,depress
655,Melancholie,Melancholie,Nel Swerts,62D7pk80wLiHsgR4UqluV5,2022-09-09,27,115775,0.363,0.99,0.0384,0.934,0.0934,0.0479,-27.289,0.0411,69.207,1,4,calm
584,Lily,Different World,Alan Walker,0lks2Kt9veMOFEAPN0fsqN,2018-12-14,74,195840,0.423,0.196,0.634,0.0,0.18899999999999997,0.467,-5.877000000000001,0.0578,150.97799999999998,6,4,depress
563,Bring Me To Life,Fallen,Evanescence,0COqiPhxzoWICwFCS4eZcp,2003-03-04,82,235893,0.331,0.007209999999999999,0.943,2.06e-06,0.242,0.29600000000000004,-3.188,0.0698,94.61200000000001,4,4,depress
425,Some Nights,Some Nights,fun.,6t6oULCRS6hnI7rm0h5gwl,2012-02-21,71,277040,0.672,0.0178,0.738,6.75e-05,0.0927,0.392,-7.045,0.0506,107.93799999999999,0,4,happy
271,Come Back Down,Come Back Down,Talia Keys,5TiLs9x1VjxxE3rwP3HdL2,2022-03-11,33,252866,0.47100000000000003,0.008159999999999999,0.799,0.0044,0.111,0.65,-7.695,0.0898,133.938,1,4,happy
532,Superheroes,No Sound Without Silence,The Script,37sINbJZcFdHFAsVNsPq1i,2014-09-15,75,245466,0.49,0.00218,0.885,0.0,0.0741,0.64,-4.121,0.0396,166.99599999999998,3,4,depress
131,Kill Em With Kindness,Selena x Votes,Selena Gomez,2H6u5E4jThSltnr7XOuDRK,2020-10-30,32,217906,0.757,0.007890000000000001,0.884,5.870000000000001e-05,0.0973,0.39899999999999997,-5.4879999999999995,0.0404,120.01299999999999,10,4,angry
643,For the Love of a Daughter,Unbroken,Demi Lovato,7p7lNE4QGhtR3p4DokE0qP,2011-01-01,51,240093,0.5760000000000001,0.11800000000000001,0.687,0.0,0.0979,0.195,-4.147,0.0379,115.015,11,4,depress
16,Sweet Melody,Sweet Melody,Little Mix,28xX6K8LnkZve4RiuEB3iK,2020-10-23,59,213693,0.44799999999999995,0.0739,0.8240000000000001,0.0,0.113,0.419,-4.249,0.057,119.965,5,4,angry
677,You,You,Daniël Tomàs,6fR75amDSFYl7Sx9rHp1hg,2022-07-08,28,252693,0.24600000000000002,0.99,0.0314,0.872,0.154,0.0543,-25.983,0.0391,67.84,8,4,calm
189,good 4 u,SOUR,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,2021-05-21,88,178146,0.563,0.335,0.664,0.0,0.0849,0.688,-5.044,0.154,166.928,9,4,angry
329,My Heart Goes (La Di Da) (feat. Topic),My Heart Goes (La Di Da) (feat. Topic),Becky Hill,4xMbBESczlHPUO8QeYi56p,2021-08-24,76,148960,0.695,0.0185,0.7809999999999999,3.12e-05,0.295,0.456,-5.577999999999999,0.0452,124.04,7,4,happy
576,Bloodstream,x (Deluxe Edition),Ed Sheeran,5v4sZRuvWDcisoOk1PFv6T,2014-06-21,67,300253,0.66,0.529,0.316,0.000294,0.10400000000000001,0.5429999999999999,-11.567,0.0364,91.20700000000001,3,4,depress
27,Freedom (feat. Kendrick Lamar),Lemonade,Beyoncé,7aBxcRw77817BrkdPChAGY,2016-04-23,62,289760,0.43700000000000006,0.0376,0.8029999999999999,0.0,0.6829999999999999,0.406,-6.412000000000001,0.305,84.37799999999999,2,4,angry
395,How Bizarre,How Bizarre,OMC,6RT3PxDEQOa7m6tK502DNa,1996,0,224053,0.784,0.261,0.675,1.4e-06,0.293,0.8540000000000001,-7.718,0.049,124.90799999999999,0,4,happy
697,Heimat,Heimat,Daniël Tomàs,3hexGK51XQe8V5Twa96YFM,2022-05-20,27,286643,0.433,0.988,0.0142,0.965,0.095,0.102,-26.247,0.0479,56.353,9,4,calm
741,Lost,Heart in a Cage,ANQUETIL,4Vp06CFGvHX0LOmWmP6XZc,2021-12-03,23,162477,0.574,0.995,0.0030399999999999997,0.958,0.1,0.251,-25.601,0.0925,67.887,0,3,calm
608,Goodbye,1 A.M.,Karacter,44sC9nyEKXX3uJD40kqYbU,2018-01-23,28,341133,0.6559999999999999,0.22699999999999998,0.7929999999999999,0.0,0.226,0.192,-7.0120000000000005,0.862,87.12299999999999,6,4,depress
778,Ensamhet,Ensamhet,YuMe,6718WRgJeyaMF7G7SZF9Su,2021-07-23,25,144927,0.505,0.993,0.0692,0.889,0.107,0.18,-24.601,0.0505,74.847,0,4,calm
354,Know Your Worth,Know Your Worth,Khalid,0TrPqhAMoaKUFLR7iYDokf,2020-02-04,71,181436,0.79,0.145,0.6940000000000001,0.00252,0.281,0.508,-7.726,0.0708,103.007,9,4,happy
386,Splendidly,With Love,HARBOUR,5aZdCkdAUTFjzkRuCzmLyx,2015-08-04,0,200889,0.588,0.188,0.735,3.16e-06,0.114,0.706,-5.027,0.0328,106.054,0,4,happy
683,Poème du Printemps,Poème du Printemps,DeLange,17l3d1FHG5kGA3OmrSIbU8,2022-07-08,38,152600,0.344,0.992,0.0361,0.851,0.0736,0.136,-29.01,0.0665,138.501,4,3,calm
452,Smile,"Alright, Still (Deluxe)",Lily Allen,79z9QkhHePTFsSeVw9uyj0,2006-07-14,71,196893,0.632,0.00143,0.639,0.0,0.221,0.733,-5.938,0.0259,95.506,5,4,happy
187,Hot N Cold - Rock Version,Hot N Cold,Katy Perry,6K4r3XENOKeXFTKlBlAJLC,2008-01-01,60,220360,0.544,0.000717,0.892,0.0,0.0731,0.45,-3.222,0.046,131.986,7,4,angry
360,Waiting On the World to Change,Continuum,John Mayer,5imShWWzwqfAJ9gXFpGAQh,2006-09-11,74,201173,0.578,0.157,0.7559999999999999,0.00023199999999999997,0.249,0.6629999999999999,-5.82,0.115,176.739,2,4,happy
686,Zoras,Zoras,Mr. Kensington,3cvEi1CpxyDaZAknpqQ1rA,2022-07-08,36,245387,0.382,0.9940000000000001,0.0585,0.934,0.0759,0.10099999999999999,-27.136999999999997,0.0432,133.57299999999998,3,3,calm
705,Last Dance,Hermetism,Joep Beving,3eCueoiyNs7xUYqX05IEoy,2022-04-08,53,189280,0.505,0.9940000000000001,0.10400000000000001,0.966,0.0827,0.255,-31.753,0.0495,125.251,0,3,calm
48,Hate Me,Brightest Blue,Ellie Goulding,15og0pCEcTFWEXOFKdcJlU,2020-07-16,69,188066,0.64,0.0875,0.789,0.0,0.147,0.762,-4.891,0.0644,75.018,8,4,angry
122,Part Of Me,Teenage Dream: The Complete Confection,Katy Perry,6yARPLK0PV4heEyh7pVMGz,2012-01-01,69,216160,0.667,0.000354,0.922,0.0,0.0867,0.7609999999999999,-4.645,0.0353,130.01,5,4,angry
165,Easier than Lying,"If I Can’t Have Love, I Want Power",Halsey,7N1TIml2jRQRgXUrpXgXrk,2021-08-27,55,206346,0.474,8.36e-05,0.8690000000000001,0.46,0.12300000000000001,0.33,-4.067,0.17,181.99200000000002,6,4,angry
505,Anxiety (with Selena Gomez),Inner Monologue Part 1,Julia Michaels,1XJ93XskwJf7PCyIVLbNBt,2019-01-24,60,210146,0.8029999999999999,0.573,0.384,0.0,0.19399999999999998,0.503,-6.522,0.179,141.92600000000002,7,4,depress
